50017761		-1	n	134	1338140010
48346071		-1	n	2100	1330768973
9542122	PL	-1	m	78848	1203758342
39782234		19	m	4380	1306986135
15827171	VE	26	m	1633	1234213500
8096873	NL	-1	n	11701	1192994105
38766509		-1	n	1348	1303056452
49175484		-1	n	314	1334260283
22536595	RU	34	m	17329	1257598491
4415689	SE	28	m	45231	1155033585
9995360	UA	26	m	78242	1206781118
26142760	RU	19	m	27192	1263909865
12577998		-1	n	45995	1222131677
45313027		-1	n	3715	1319916661
18024832	BR	21	m	58031	1240297074
33507158	JP	46	m	11703	1286377025
49708393	DE	40	m	274	1336589831
13825710	ES	19	m	25537	1227212581
48464774		-1	n	943	1331290969
21838424	UK	2	m	5938	1255040427
2298715		-1	n	14299	1108744381
5685046		-1	n	1685	1171619418
20530809		-1	n	847	1249667330
24498234	RU	21	m	8835	1260312269
5025424	FR	29	m	76535	1163436917
48385320		-1	n	917	1330914829
29711216		-1	n	1720	1274093738
14721583	RO	24	m	40505	1231416353
17782563		-1	n	602	1239541545
49926810		-1	n	813	1337668227
8139650	US	25	m	1615	1193333877
47234480		-1	n	968	1326064518
49857491		-1	n	722	1337318163
30447050		-1	n	467	1276601829
49821238	RU	-1	m	1293	1337134047
31056989		-1	n	1503	1278597296
2743360	US	24	f	121607	1127016348
5696207	CZ	22	m	80494	1171730171
5562848	FR	27	f	10703	1170272418
14167588	RU	20	f	23447	1228741513
32944189	DE	24	m	16794	1284483847
48555415		-1	n	421	1331659219
48361239		-1	n	252	1330822355
9918873	JP	25	f	44008	1206245385
42385506		-1	n	662	1316291382
25154633		-1	n	858	1261616978
8339378	US	23	f	2751	1194904839
3488462	ES	31	m	69955	1143071393
48495924		-1	n	1199	1331414262
42291416	UK	-1	n	572	1315941894
49355059		-1	n	356	1335002088
4726644		-1	n	726	1159025703
8384198	AU	20	m	73834	1195300735
21531682	UK	50	m	15384	1253806337
2553197	US	27	f	43132	1120768842
29705053		-1	n	1245	1274063491
34622600		-1	n	11180	1289947606
31877962	UA	23	n	26998	1281174221
49757192		-1	n	681	1336831043
47752183		-1	n	628	1328181017
16487069	LV	22	m	19029	1235937893
41704805	UA	24	m	6813	1313941431
46848964		-1	n	951	1324640956
46866467		-1	n	614	1324696808
42286529	NL	19	m	1232	1315926425
2541683	NL	37	m	38511	1120294318
48680634	BR	17	m	1770	1332189547
30958304		22	m	9392	1278271608
25891497		-1	n	1780	1263307563
49359064		-1	n	1192	1335018604
48118908	SE	-1	m	1372	1329736863
48910290		-1	n	1771	1333181589
12523789	RU	19	m	60208	1221914471
49850312		-1	n	1767	1337280519
46853898	FI	25	m	1599	1324659553
47730116	US	23	m	73	1328076962
14773726	RU	23	m	320355	1231506795
25500861		-1	n	14781	1262376467
35237009		-1	n	534	1291840823
38256415		-1	n	1048	1301181278
27231233		-1	n	1244	1266724109
22216399		-1	n	1455	1256403482
47184681		-1	n	310	1325883607
49193175	NO	20	m	2097	1334332243
49746653		-1	n	157	1336774579
7101485	US	25	m	14100	1184483337
7975348	TN	20	m	30250	1191938512
18383840	DE	23	m	17801	1241444388
7434248	UK	22	m	25211	1187563239
40232417		16	m	1752	1308683675
47991258		-1	n	143	1329180416
20717313	BY	21	m	47369	1250445037
38876434		-1	n	1407	1303458125
48889732	SE	37	m	427	1333091298
48453568		-1	n	378	1331236744
15725301	HR	27	m	39914	1233947551
47722859	US	-1	m	1033	1328045433
46861481		-1	n	6662	1324680384
49186577	BG	22	m	1169	1334302509
33134828		-1	n	12969	1285115281
9472820	US	24	m	6990	1203294698
47070095		-1	n	17605	1325419155
47182183		-1	n	4856	1325875686
45499206		-1	f	5454	1320637903
48881271		-1	n	521	1333051640
49343157		16	n	1757	1334948937
25986183		-1	n	1714	1263536749
48877534		-1	n	1375	1333038630
48684913		-1	n	1132	1332205993
47892693		-1	n	593	1328767880
47886269		-1	n	1766	1328739155
33514402	GR	-1	m	2117	1286396911
5899302		-1	m	58477	1173734526
48793587		-1	n	490	1332675865
33119933		-1	n	32622	1285074776
49853338	US	38	m	117	1337293624
21327409	US	-1	m	1093	1252948074
49358576	UK	-1	m	1513	1335016922
49549521		-1	n	1088	1335844970
47745295		-1	n	2563	1328143360
32863109	UK	-1	m	7248	1284218841
22563887	UK	18	m	58432	1257698543
49702068		-1	n	564	1336564321
6930124	UK	40	m	58942	1182890823
47618857		-1	n	1007	1327606882
9029468	AM	20	m	6521	1200775202
5082763	CZ	-1	m	1842	1164232727
3546998	ES	24	f	36276	1144161661
13262150		24	m	39793	1224931598
16646762	ES	32	m	1926	1236347489
47508224		-1	n	1492	1327136741
12786321	TR	26	f	125579	1223041463
26225177		-1	n	1436	1264128149
15422790	DE	19	m	12321	1233149333
39470027	UK	52	n	148	1305735925
3022710		-1	m	66986	1134150097
4665185		-1	n	1228	1158287882
2836949	UK	25	m	109674	1129678489
3193326	DE	39	m	8344	1137703637
22685126		-1	n	1009	1258188793
49323142	US	51	m	477	1334860895
47736381	LV	19	m	2771	1328111319
48838271		-1	n	580	1332865905
48374537	US	25	f	601	1330880274
12401876	RU	24	f	40222	1221393264
45461327	RU	17	m	8545	1320511688
33169209		-1	n	902	1285239844
49423766		-1	n	498	1335285107
19119300		-1	n	3704	1244069009
46170870		-1	n	701	1323116463
46433127		-1	n	223	1323514968
42765154		-1	n	4382	1317714845
4666391	AT	24	m	59094	1158314774
46443957		-1	n	233	1323534918
47788726		-1	n	1818	1328337670
36026552		-1	n	1367	1294118180
42968205		-1	n	7493	1318506771
2988862	US	22	f	8109	1133407933
47321442		-1	n	4693	1326405495
31676799		-1	n	639	1280577266
47094057		-1	n	149	1325518722
18392653	RS	30	f	11171	1241465265
33532339	IT	18	m	3889	1286468872
5047232	US	39	m	40585	1163730015
40368357		-1	n	1244	1309197076
7706334	AU	21	m	79096	1189438434
26500696	BR	67	f	17279	1264873764
14426990	US	19	m	164969	1229972589
32706144		-1	f	5045	1283712024
37925004		-1	n	1030	1300060419
5503911	CA	19	f	4180	1169602645
48186476		-1	n	1306	1330040327
10259739	FR	23	m	49377	1208721399
5928816		-1	n	22022	1174053396
47957311		33	m	160	1329048741
29151605		-1	n	911	1272233338
49626652	BE	-1	f	842	1336213973
28637804	RU	23	m	76773	1270659361
48498850		-1	n	541	1331424761
11847333		-1	n	7186	1218987980
48634941	RU	22	m	44641	1332002176
46509532		-1	n	370	1323633125
45510494		-1	n	987	1320690560
37416175	BR	17	m	19987	1298396831
21935181	NL	21	m	30012	1255422975
47246330		-1	n	857	1326120788
19544983		-1	n	8811	1245678896
42121248	LV	66	m	270	1315338786
47164850		-1	n	3141	1325799885
49132719		-1	n	710	1334091505
15371264	CA	35	m	41263	1233003766
3567656	US	25	f	116955	1144547077
47457460	NL	-1	n	1047	1326915708
7712328	CL	-1	f	1385	1189475959
37289916	FI	27	n	11275	1298018269
49229916		-1	n	681	1334488297
6696346	US	24	m	41195	1180925871
24912219	JP	-1	f	8678	1261123335
29155356		-1	n	283	1272244097
49467456		-1	n	124	1335484520
47857665		-1	n	1733	1328620104
45467809		19	m	1508	1320529813
46364900		-1	n	384	1323399590
49591686		-1	n	258	1336047185
48489130		-1	n	1616	1331393153
18931492	RU	22	f	35829	1243370386
35584352	BR	15	f	-1	1292992306
49943955		-1	n	966	1337761945
22634151		-1	n	391	1257983440
9142215	SE	22	f	29227	1201349171
9702872	AU	23	m	17316	1204803791
48950246	US	-1	m	20583	1333337263
26126820		-1	n	25479	1263858898
47689222		-1	n	1636	1327893208
33701153		-1	n	1338	1287035085
49545543		-1	n	2516	1335825451
31009099		-1	n	11582	1278435731
18126468		-1	n	517	1240594824
45629986		-1	n	5017	1321146195
42536251	LT	20	m	4940	1316850029
36112040	MX	-1	m	17928	1294360763
49852313		-1	n	750	1337288805
6083612	RU	23	m	29455	1175643990
47851422		-1	n	1767	1328585320
38329011		-1	n	1551	1301438938
31563483		-1	n	688	1280236665
49280847		-1	n	1644	1334688718
45210489		-1	n	1475	1319492538
48083484		-1	n	417	1329590673
6798949	CZ	20	m	76689	1181742969
46956886		-1	n	1360	1325001877
32492325		-1	n	856	1283036180
46188134		-1	n	1805	1323186001
17310743	MY	18	m	236408	1238081051
45826690		-1	n	274	1321880133
32624459	IT	-1	m	9103	1283453044
34890566		19	m	29381	1290791295
37840013		-1	n	1058	1299804239
30131257		-1	n	419	1275520824
10782198		-1	n	10269	1212758959
48317026		-1	n	607	1330626666
46836374		-1	n	105	1324589915
27890274		-1	n	1421	1268511425
39050114		-1	n	1051	1304095215
11488557		-1	n	791	1217250711
48055633		-1	n	1000	1329476436
5020639	RU	25	m	18671	1163365152
5889117	UA	-1	m	29290	1173634133
11425545		-1	n	25343	1216970375
17185648		-1	n	1493	1237731416
16063192	US	22	m	7571	1234893218
21069255	BR	21	m	257006	1251894564
2436468	UK	23	f	99813	1114713694
5319662	US	-1	f	93124	1167510430
4583408	JP	-1	m	2975	1157072623
3254237	RU	25	f	23209	1138708185
45238163		-1	n	1478	1319608168
47802746		-1	n	1375	1328390138
49602721		-1	n	95	1336092310
33813457		-1	n	1624	1287421419
33730184	RU	19	m	30733	1287146286
15006726	PL	-1	f	21618	1232035251
48819634	ES	-1	m	374	1332783752
4393984		-1	m	37253	1154774915
48260087		-1	n	758	1330368195
46614177		-1	n	410	1323892912
8680404	UA	26	m	11697	1197918095
46590289		-1	n	20424	1323820295
5887716	NL	29	f	49264	1173623070
49109495	PL	19	n	1684	1333998775
22792219		-1	n	1836	1258464985
49034169		-1	n	1126	1333696996
47358825		-1	n	1653	1326546878
30880138		-1	n	282	1278015536
34011341		-1	n	1618	1288102931
30114214		-1	n	2739	1275462597
17872867	PL	21	m	46847	1239820612
40292726		-1	n	871	1308907324
10979172	NL	25	m	76647	1214314389
47205133		-1	n	1190	1325962674
40839077		-1	n	26132	1311003786
49291441	MY	26	m	182	1334732621
24604247		-1	n	6989	1260530810
9939367	DE	25	m	118917	1206380336
14592028	DE	-1	m	66927	1230814401
2736176	SE	38	m	16541	1126810069
10742460	DE	26	m	52325	1212444440
48218433	PL	-1	m	3248	1330188857
31836296		-1	m	11960	1281045909
2947830	RU	25	m	100638	1132310276
12158613	AT	23	m	49980	1220365889
48833109		-1	n	530	1332844233
3395641		-1	n	6393	1141313220
49894967		-1	n	590	1337513414
36609497		-1	n	5305	1295875139
32612390	HU	-1	m	27346	1283412975
48460987		-1	n	451	1331267728
48050111		-1	n	1399	1329444879
21790544		-1	n	1117	1254860294
47489861	UK	22	m	1768	1327062607
26816310		-1	n	5300	1265655896
46582239		-1	n	1965	1323804496
38618843		-1	n	377	1302498295
25197126	DE	28	m	6799	1261710147
17880570		-1	n	15478	1239841885
49471437		-1	n	1471	1335506874
16642706		-1	n	831	1236336802
15162388	RU	22	m	118724	1232451978
35096191		-1	n	21222	1291416012
41165781	MX	22	m	171	1312053301
2455920		30	n	203679	1116999229
29560109		-1	n	1994	1273595973
4091996	US	-1		64771	1151321817
3541173	NL	36	n	16125	1144052143
7709118	SE	22	m	35089	1189453975
38206258		-1	n	1815	1301006546
41987946		-1	n	1400	1314890233
37205242	US	19	f	16786	1297735681
5354281	UK	-1	m	59370	1167943272
21245806	US	21	m	29133	1252615177
34671027		-1	n	8511	1290113227
2600716	US	24	n	61623	1122673872
8887269	RU	22	m	76595	1199740991
13644512	PR	-1	m	9252	1226374069
50050368	US	32	m	1267	1338305689
15312182		-1	n	384	1232857308
14025884	RU	21	m	16487	1228086087
31587347	ZA	22	f	565	1280310017
48455676		-1	n	1616	1331244510
6985948	UK	25	m	34939	1183397813
46065495	SE	22	m	6612	1322744036
5141704	RU	23	f	33568	1165075728
49014782		-1	n	1759	1333617133
3689316	UK	30	m	8654	1146581735
34858648	RU	19	m	25893	1290694727
22573871	US	22	f	49925	1257729864
27483400	RU	21	m	22973	1267388286
42813721		-1	n	209	1317914508
49065356		-1	n	493	1333822263
6405300	DE	22	m	142081	1178718488
12591070	IT	21	m	21375	1222193538
30237776	CN	17	n	105466	1275876852
9366392		-1	n	686	1202660447
46025263	UK	20	m	3370	1322596375
49322988		-1	n	673	1334860327
48360765		-1	n	6255	1330820483
45162026	PL	20	m	7277	1319307697
34421401		-1	n	20583	1289314486
24637526		-1	n	9397	1260581346
8536345	NO	-1	m	45353	1196616813
39208774		-1	n	3721	1304699117
49397288		-1	n	390	1335170375
48092497		-1	n	1733	1329622826
38706426		-1	n	415	1302835326
46048869		-1	n	2093	1322684542
46449354		-1	n	1176	1323540609
19080179		-1	n	866	1243944420
14527837	HU	20	f	22700	1230482696
5347983	DE	21	m	31028	1167869393
50027185		-1	n	105	1338187081
9870762	IE	20	m	149112	1205932523
49780406		-1	n	1172	1336935027
40320453		-1	n	6846	1309015153
28829948	US	20	m	19635	1271221599
49311847	US	19	f	296	1334812562
23520966		-1	n	20128	1258728652
45637799	AQ	-1	m	7997	1321178650
46293389		-1	n	1432	1323308221
46188819		-1	n	1134	1323188362
19584748	RU	-1	m	21999	1245834489
5080003	AM	22	f	54426	1164204495
48381904		-1	n	191	1330901563
48074071		-1	n	1979	1329554200
45142747	IT	22	f	1786	1319232078
10171499	AU	22	m	139603	1208068965
3040806		-1	n	1716	1134512168
48977822	LT	-1	n	1822	1333461512
26842838	AT	19	m	50479	1265730802
49424083		-1	m	1220	1335286245
48184876		-1	n	1453	1330034263
47045732		-1	n	186	1325325093
49718741		-1	n	752	1336643531
38699474	UK	20	f	20544	1302812640
34751575	DE	23	f	649	1290360755
17007432	US	61	m	1949	1237221807
49269597	DE	26	m	1709	1334642039
47472859	IT	20	n	871	1326988181
28805778		-1	n	2179	1271154220
11736616	PL	20	m	79550	1218401963
49758660		-1	n	587	1336836472
28708117	US	-1	m	28338	1270860603
18826203	BR	19	f	4895	1243009333
24458940		-1	n	470	1260219425
48280538	US	23	n	1706	1330460925
6132552	PT	18	m	14629	1176148016
49030746		-1	n	422	1333679940
46145072		-1	n	808	1323020029
49586267		-1	n	994	1336014487
6048841	PL	23	m	66005	1175276690
21186058		-1	n	220	1252360640
20261403	NO	39	m	3468	1248554970
32375042	PL	23	m	38171	1282675484
22115400		-1	n	26610	1256139182
4921172	DE	31	m	67536	1161922523
46239350		-1	n	1316	1323271189
5450793	US	42	m	35455	1169017070
49397258		-1	n	1119	1335170197
49686346		-1	n	759	1336488654
29697859	PL	22	m	24640	1274042398
3846576	US	21	f	315178	1148789372
27318403	FI	-1	m	1176	1266952665
41147045		-1	n	1318	1311987294
5498714	PL	31	f	9615	1169559057
6119488		-1	n	9614	1176030045
4344170	JP	-1	n	5795	1154157576
7871874	IT	28	m	19849	1190936630
47000606		-1	n	1314	1325155849
49553980	AU	28	f	2944	1335870170
39001723		-1	n	1074	1303905269
47490369	PL	-1	f	97	1327064959
48522173		-1	n	865	1331515230
2960978		-1	n	20133	1132698121
28774732	CL	22	m	33730	1271053295
40538717	RU	-1	m	1299	1309861374
